Product,Fault_Code,Part_Category,Fault_Type
TC77,Display-Blank,Housing,Failure
TC72,Display-Backlight,Housing,Failure
TC72,Damage-Display,Housing,Damage
TC77,Display-Blank,Housing,Failure
TC77,Touch Panel-Incorrect Reaction,Housing,Failure
TC77,Display-Problem,Housing,Failure
TC77,Display-Backlight,Housing,Failure
TC72,Display-Blank,Housing,Failure
TC72,Power-Intermittent,Housing,Failure
TC72,Display-Blank,Housing,Failure
TC72,Display-Blank,Housing,Failure
TC72,Display-Color Distortion,Housing,Failure
TC72,Display-Blank,Housing,Failure
TC77,Display-Blank,Housing,Damage
TC77,Damage-Display,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC77,Damage-Display,Housing,Damage
TC77,Display-Blank,Housing,Failure
TC77,Display-Problem,Housing,Failure
TC77,Display-Blank,Housing,Failure
TC77,Display-Blank,Housing,Failure
TC77,Display-Blank,Housing,Failure
TC77,Display-Faint/Contrast,Housing,Failure
TC77,Display-Backlight,Housing,Failure
MC3300AX,Damage-Case/Housing,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC72,Damage-Cracked Touch Panel,Housing,Damage
TC77,Damage-Display,Housing,Damage
TC77,Damage-Display Impact,Housing,Damage
TC72,Damage-Display,Housing,Damage
TC72,Damage-Display Cracked,Housing,Damage
TC77,Touch Panel-Incorrect Reaction,Housing,Damage
TC77,Display-Backlight,Housing,Failure
TC77,Damage-Display,Housing,Damage
TC72,Display-Problem,Housing,Failure
TC72,Display-Blank,Housing,Failure
TC77,Display-Blank,Housing,Failure
TC77,Display-Blank,Housing,Failure
TC72,Touch Panel-No Reaction,Housing,Failure
TC72,Display-Blank,Housing,Damage
TC72,Touch Panel-No Reaction,Housing,Failure
TC77,Damage-Display Cracked,Housing,Damage
TC77,Damage-Display,Housing,Damage
TC77,Display-Blank,Housing,Failure
TC77,Damage-Display,Housing,Damage
TC77,Display-Blank,Housing,Failure
TC77,Display-Blank,Housing,Failure
TC72,Damage-Display,Housing,Damage
TC77,Display-Blank,Housing,Damage
TC72,Display-Faint/Contrast,Housing,Damage
TC72,Display-Blank,Housing,Damage
TC72,Touch Panel-No Reaction,Housing,Damage
TC77,Damage-Display,Housing,Damage
TC77,Damage-Display,Housing,Damage
TC77,Display-Problem,Housing,Failure
TC77,Display-Blank,Housing,Failure
TC72,Display-Blank,Housing,Failure
TC72,Display-Backlight,Housing,Damage
TC72,Touch Panel-No Reaction,Housing,Failure
TC77,Damage-Display,Housing,Damage
TC77,Display-Backlight,Housing,Failure
TC77,Display-Blank,Housing,Failure
TC72,Other-Disk Problem,Housing,Failure
TC72,Display-Blank,Housing,Failure
TC72,Display-Color Distortion,Housing,Failure
TC72,Damage-Display Cracked,Housing,Damage
TC72,Display-Blank,Housing,Failure
TC72,Damage-Display Cracked,Housing,Damage
TC77,Touch Panel-No Reaction,Housing,Failure
TC72,Damage-Display,Housing,Damage
TC72,Display-Blank,Housing,Damage
TC72,Display-Blank,Housing,Failure
TC77,Display-Backlight,Housing,Damage
TC77,Display-Problem,Housing,Failure
TC77,Damage-Display,Housing,Damage
TC77,Display-Blank,Housing,Failure
TC77,Damage-Display Cracked,Housing,Damage
TC77,Damage-Display,Housing,Damage
TC72,Display-Bright Dots,Housing,Failure
TC77,Display-Faint/Contrast,Housing,Damage
TC77,Display-Blank,Housing,Damage
TC77,Display-Blank,Housing,Damage
TC72,Damage-Display,Housing,Damage
TC72,Damage-Display,Housing,Damage
TC72,Touch Panel-No Reaction,Housing,Failure
TC77,Damage-Display,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC77,Display-Color Distortion,Housing,Failure
TC77,Display-Blank,Housing,Damage
TC77,Display-Bright Dots,Housing,Damage
TC77,Display-Problem,Housing,Failure
TC77,Power-Charger Problem,Housing,Failure
TC77,Damage-Display,Housing,Damage
TC77,Display-Blank,Housing,Failure
TC72,Damage-Display Cracked,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC72,Damage-Display,Housing,Damage
TC77,Damage-Display,Housing,Damage
TC72,Display-Problem,Housing,Failure
TC77,Display-Faint/Contrast,Housing,Damage
TC77,Display-Bright Dots,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC72,Display-Bright Dots,Housing,Failure
TC77,Damage-Display Cracked,Housing,Damage
TC77,Display-Problem,Housing,Damage
TC77,Display-Blank,Housing,Failure
TC77,Display-Spot,Housing,Failure
TC77,Damage-Display,Housing,Damage
TC77,Display-Problem,Housing,Failure
TC77,Display-Blank,Housing,Failure
TC72,Display-Faint/Contrast,Housing,Failure
TC72,Damage-Display Cracked,Housing,Damage
TC77,Power-Intermittent,Housing,Damage
TC77,Display-Blank,Housing,Failure
TC77,Display-Blank,Housing,Failure
TC77,Damage-Display Cracked,Housing,Damage
TC77,Damage-Cracked Touch Panel,Housing,Damage
TC72,Display-Blank,Housing,Damage
TC72,Display-Blank,Housing,Failure
TC77,Damage-Display,Housing,Damage
TC77,Display-Problem,Housing,Failure
TC77,Display-Blank,Housing,Failure
TC77,Cradle-No Charge/Power,Housing,Failure
TC72,Display-Blank,Housing,Failure
TC72,Damage-Display,Housing,Damage
TC72,Touch Panel-No Reaction,Housing,Failure
TC77,Power-Charger Problem,Housing,Failure
TC77,Display-Color Distortion,Housing,Failure
TC77,Display-Problem,Housing,Failure
TC72,Damage-Display,Housing,Damage
TC72,Display-Blank,Housing,Damage
TC77,Display-Problem,Housing,Failure
TC72,Display-Blank,Housing,Failure
TC72,Display-Problem,Housing,Damage
TC72,Damage-Display,Housing,Damage
TC72,Display-Color Distortion,Housing,Failure
TC72,Display-Blank,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC77,Display-Blank,Housing,Failure
TC77,Display-Blank,Housing,Failure
TC77,Damage-Display,Housing,Damage
TC77,Display-Blank,Housing,Failure
TC77,Damage-Display Cracked,Housing,Damage
TC77,Display-Backlight,Housing,Failure
TC77,Touch Panel-Incorrect Reaction,Housing,Damage
TC77,Display-Blank,Housing,Failure
TC77,Display-Blank,Housing,Failure
TC77,Touch Panel-Alignment Issue,Housing,Failure
TC77,Display-Blank,Housing,Failure
TC77,Display-Blank,Housing,Failure
TC77,Display-Blank,Housing,Damage
TC77,Display-Blank,Housing,Failure
TC77,Damage-Display,Housing,Damage
TC77,Display-Blank,Housing,Failure
TC72,Damage-Cracked Touch Panel,Housing,Damage
TC77,Touch Panel-Incorrect Reaction,Housing,Damage
TC77,Display-Blank,Housing,Failure
TC77,Damage-Display Impact,Housing,Damage
TC77,Display-Problem,Housing,Damage
TC72,Display-Problem,Housing,Failure
TC77,Damage-Display,Housing,Damage
TC72,Damage-Display Cracked,Housing,Damage
TC77,Display-Problem,Housing,Failure
TC77,Damage-Display,Housing,Damage
TC77,Display-Lines,Housing,Failure
TC77,Touch Panel-Incorrect Reaction,Housing,Failure
TC72,Display-Problem,Housing,Failure
TC72,Display-Blank,Housing,Failure
TC72,Damage-Case/Housing,Housing,Damage
TC77,Display-Blank,Housing,Failure
TC77,Display-Blank,Housing,Failure
TC77,Touch Panel-No Reaction,Housing,Damage
TC72,Touch Panel-No Reaction,Housing,Failure
TC77,Damage-Display,Housing,Damage
TC77,Display-Backlight,Housing,Failure
TC77,Display-Backlight,Housing,Failure
TC77,Damage-Display Cracked,Housing,Damage
TC77,Display-Blank,Housing,Failure
TC77,Display-Bright Dots,Housing,Failure
TC77,Damage-Display Cracked,Housing,Damage
TC72,Damage-Cracked Touch Panel,Housing,Damage
TC77,Touch Panel-Alignment Issue,Housing,Failure
TC77,Display-Blank,Housing,Failure
TC77,Display-Blank,Housing,Failure
TC77,Display-Blank,Housing,Failure
TC72,Damage-Display,Housing,Damage
TC72,Display-Blank,Housing,Failure
TC77,Damage-Display,Housing,Damage
TC77,Display-Backlight,Housing,Damage
TC77,Damage-Display,Housing,Damage
TC77,Touch Panel-No Reaction,Housing,Failure
TC72,Damage-Display,Housing,Damage
TC77,Display-Bright Dots,Housing,Damage
TC77,Display-Blank,Housing,Damage
TC77,Damage-Display Impact,Housing,Damage
TC72,Damage-Display,Housing,Damage
TC72,Damage-Display,Housing,Damage
TC77,Touch Panel-Incorrect Reaction,Housing,Failure
TC72,Display-Problem,Housing,Failure
TC77,Touch Panel-No Reaction,Housing,Failure
TC77,Damage-Display,Housing,Damage
TC77,Damage-Display,Housing,Damage
TC77,Power-Charger Problem,Housing,Failure
TC77,Display-Backlight,Housing,Failure
TC77,Display-Blank,Housing,Failure
TC77,Damage-Display Cracked,Housing,Damage
TC72,Display-Backlight,Housing,Failure
TC72,Display-Backlight,Housing,Damage
TC77,Damage-Display,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC77,Display-Blank,Housing,Damage
TC72,Display-Color Distortion,Housing,Failure
TC72,Display-Color Distortion,Housing,Damage
TC72,Touch Panel-No Reaction,Housing,Failure
TC77,Display-Blank,Housing,Damage
TC77,Damage-Display,Housing,Damage
TC72,Damage-Display,Housing,Damage
TC72,Display-Backlight,Housing,Failure
TC77,Display-Problem,Housing,Failure
TC77,Damage-Display Cracked,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC77,Touch Panel-No Reaction,Housing,Failure
TC72,Touch Panel-No Reaction,Housing,Failure
TC77,Damage-Display,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC77,Display-Blank,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC72,Damage-Display,Housing,Damage
TC77,Display-Faint/Contrast,Housing,Damage
TC72,Damage-Display Cracked,Housing,Damage
TC72,Display-Blank,Housing,Failure
TC77,Damage-Display Impact,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC72,Housing-Knobs/Buttons/Switches,Housing,Damage
TC72,Damage-Display,Housing,Damage
TC72,Damage-Display,Housing,Damage
TC77,Damage-Display,Housing,Damage
TC77,Damage-Display,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC72,Touch Panel-No Reaction,Housing,Failure
TC77,Damage-Display Cracked,Housing,Damage
TC72,Touch Panel-No Reaction,Housing,Failure
TC72,Damage-Display Cracked,Housing,Damage
TC72,Damage-Display Cracked,Housing,Damage
TC72,Display-Blank,Housing,Failure
TC77,Display-Blank,Housing,Failure
TC77,Display-Blank,Housing,Damage
TC77,Damage-Display,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC72,Power-Charger Problem,Housing,Failure
TC77,Damage-Display,Housing,Damage
TC77,Display-Lines,Housing,Failure
TC77,Damage-Display Cracked,Housing,Damage
TC77,Display-Problem,Housing,Damage
TC72,Display-Blank,Housing,Failure
TC72,Display-Blank,Housing,Failure
TC72,Display-Problem,Housing,Failure
TC72,Damage-Display,Housing,Damage
TC72,Display-Problem,Housing,Failure
TC77,Display-Graining,Housing,Failure
TC77,Damage-Housing-Rubber Bumper,Housing,Damage
TC52/57 Lightning,Other-Eco/Ff,Housing,Failure
TC72,Touch Panel-No Reaction,Housing,Failure
TC72,Damage-Cracked Touch Panel,Housing,Damage
TC72,Damage-Cracked Touch Panel,Housing,Damage
TC72,Display-Color Distortion,Housing,Failure
TC72,Display-Backlight,Housing,Failure
TC77,Damage-Display Impact,Housing,Damage
TC77,Damage-Display Impact,Housing,Damage
TC77,Damage-Display,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC77,Damage-Cracked,Housing,Damage
TC77,Display-Lines,Housing,Damage
WT63,Display-Problem,Housing,Failure
TC77,Power-No Power,Housing,Failure
VC83,Touch Panel-Incorrect Reaction,Housing,Failure
WT63,Damage-Display Cracked,Housing,Damage
TC77,Housing-Knobs/Buttons/Switches,Housing,Damage
WT63,Damage-Display Cracked,Housing,Damage
WT63,Damage-Display Cracked,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
VC83,Touch Panel-Incorrect Reaction,Housing,Failure
TC77,Damage-Display Cracked,Housing,Damage
WT63,Damage-Case/Housing,Housing,Damage
VC83,Touch Panel-Incorrect Reaction,Housing,Failure
TC77,Damage-Display Cracked,Housing,Damage
WT63,Damage-Display Cracked,Housing,Damage
WT63,Damage-Cracked Touch Panel,Housing,Damage
TC77,Damage-Display,Housing,Damage
WT63,Wear & Tear-Component,Housing,Damage
VC83,Touch Panel-No Reaction,Housing,Failure
WT63,Damage-Display Cracked,Housing,Damage
TC77,Cradle-No Charge/Power,Housing,Failure
VC83,Damage-TP Scratched/Dents,Housing,Damage
WT63,Damage-Display Cracked,Housing,Damage
VC83,Touch Panel-No Reaction,Housing,Damage
L10 Windows,Display-Blank,Housing,Failure
L10 Windows,Damage-Housing-Rubber Bumper,Housing,Damage
L10 Windows,Housing-Cosmetic Per Contract,Housing,Failure
TC77,Damage-Display Impact,Housing,Damage
TC77,Damage-Case/Housing,Housing,Damage
MC3300AX,Housing-Cosmetic Per Contract,Housing,Failure
MC3300AX,Housing-Cosmetic Per Contract,Housing,Failure
TC77,Damage-Display,Housing,Damage
TC77,Display-Problem,Housing,Failure
TC77,Damage-Display,Housing,Damage
TC77,Display-Problem,Housing,Failure
TC77,Damage-Display Cracked,Housing,Damage
TC77,Display-Color Distortion,Housing,Failure
TC77,Damage-Display,Housing,Damage
WT63,Damage-Display,Housing,Damage
TC77,Damage-Display,Housing,Damage
TC77,Damage-Display Impact,Housing,Damage
TC77,Damage-Display,Housing,Damage
TC77,Damage-Display,Housing,Damage
MC3300AX,Housing-Cosmetic Per Contract,Housing,Damage
TC72,Damage-Display Cracked,Housing,Damage
TC72,Damage-Water Damage,Housing,Damage
TC77,Damage-Display,Housing,Damage
TC77,Display-Blank,Housing,Failure
TC77,Display-Blank,Housing,Failure
TC77,Display-Blank,Housing,Failure
TC77,Damage-Display Cracked,Housing,Damage
TC77,Display-Lines,Housing,Failure
TC77,Display-Blank,Housing,Failure
TC77,Damage-Trigger,Housing,Damage
TC77,Damage-Display,Housing,Damage
WT63,Damage-Display,Housing,Damage
WT63,Damage-Display,Housing,Damage
TC72,Damage-Display Cracked,Housing,Damage
TC72,Damage-Display Cracked,Housing,Damage
TC72,Damage-Water Damage,Housing,Damage
TC72,Damage-Physical Damage,Housing,Damage
TC72,Damage-Display,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC77,Damage-Display,Housing,Damage
TC77,Display-Does Not Display,Housing,Failure
TC77,Touch Panel-No Reaction,Housing,Failure
TC77,Display-Problem,Housing,Failure
TC77,Power-Device Overheating,Housing,Failure
TC77,Damage-Cracked Touch Panel,Housing,Damage
TC77,Display-Color Distortion,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
L10AX Windows,Touch Panel-No Reaction,Housing,Failure
L10AX Windows,Damage-Cracked Touch Panel,Housing,Damage
TC72,Display-Problem,Housing,Failure
TC72,Display-Spot,Housing,Failure
TC72,Sensor Failure,Housing,Damage
TC72,Damage-Component,Housing,Damage
TC77,Damage-Component,Housing,Damage
TC77,Damage-Display Impact,Housing,Damage
TC77,Damage-Cracked Touch Panel,Housing,Damage
TC77,Display-Graining,Housing,Failure
TC77,Display-Blank,Housing,Failure
TC77,Damage-Display Cracked,Housing,Damage
TC77,Display-Faint/Contrast,Housing,Failure
TC77,Display-Problem,Housing,Damage
TC77,Display-Problem,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC77,Display-Blank,Housing,Failure
TC77,Display-Problem,Housing,Failure
TC77,Damage-Display Cracked,Housing,Damage
L10 Windows,Damage-Case/Housing,Housing,Damage
TC77,Display-Color Distortion,Housing,Failure
TC77,Display-Lines,Housing,Failure
TC77,Damage-Case/Housing,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC77,Display-Problem,Housing,Failure
TC77,Display-Blank,Housing,Failure
TC77,Display-Blank,Housing,Failure
TC77,Display-Blank,Housing,Failure
TC77,Display-Blank,Housing,Failure
TC77,Display-Color Distortion,Housing,Failure
TC77,Damage-Display Cracked,Housing,Damage
TC77,Display-Blank,Housing,Failure
TC77,Display-Blank,Housing,Failure
TC77,Damage-Display,Housing,Damage
L10AX Windows,Display-Lines,Housing,Failure
L10AX Windows,Damage-Cracked Touch Panel,Housing,Damage
WT63,Housing-Cosmetic Per Contract,Housing,Failure
WT63,Damage-Display,Housing,Damage
WT63,Damage-Case/Housing,Housing,Damage
WT63,Damage-Display,Housing,Damage
MC3300AX,Housing-Cosmetic Per Contract,Housing,Damage
TC72,Display-Blank,Housing,Failure
TC77,Damage-Cracked Touch Panel,Housing,Damage
TC77,Display-Problem,Housing,Failure
TC77,Damage-Display Cracked,Housing,Damage
TC77,Display-Problem,Housing,Failure
TC77,Display-Problem,Housing,Failure
TC77,Display-Problem,Housing,Failure
TC77,Damage-Display Cracked,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
L10AX Windows,Damage-Cracked Touch Panel,Housing,Damage
L10AX Windows,Damage-Cracked Touch Panel,Housing,Damage
WT63,Damage-Display,Housing,Damage
WT63,Damage-Case/Housing,Housing,Damage
TC77,Display-Problem,Housing,Failure
TC77,Display-Problem,Housing,Failure
L10 Windows,Display-Problem,Housing,Failure
TC72,Display-Blank,Housing,Failure
TC72,Damage-Display Cracked,Housing,Damage
TC77,Damage-Physical Damage,Housing,Damage
TC77,Display-Blank,Housing,Failure
TC77,Damage-Display Cracked,Housing,Damage
TC77,Display-Blank,Housing,Failure
TC77,Damage-Display,Housing,Damage
MC3300AX,Damage-Case/Housing,Housing,Damage
TC72,Display-Problem,Housing,Failure
TC72,Display-Problem,Housing,Failure
TC72,Display-Blank,Housing,Failure
TC77,Damage-Display Cracked,Housing,Damage
TC77,Display-Problem,Housing,Damage
TC77,Display-Problem,Housing,Damage
TC77,Damage-Display,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC77,Display-Problem,Housing,Failure
TC77,Display-Problem,Housing,Failure
TC77,Damage-Display Cracked,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC77,Damage-Display,Housing,Damage
TC77,Display-Faint/Contrast,Housing,Failure
TC77,Damage-Display Cracked,Housing,Damage
TC72,Damage-Display,Housing,Damage
TC72,Damage-Display Cracked,Housing,Damage
TC77,Display-Problem,Housing,Failure
TC77,Damage-Display,Housing,Damage
TC77,Display-Color Distortion,Housing,Failure
TC77,Damage-Display Cracked,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC77,Damage-Keyboard,Housing,Damage
L10 Android,Power-No Power,Housing,Damage
L10 Windows,Touch Panel-Incorrect Reaction,Housing,Failure
L10AX Windows,Audio-Speaker Failure-No Sound,Housing,Failure
WT63,Touch Panel-Incorrect Reaction,Housing,Failure
WT63,Damage-Display Cracked,Housing,Damage
MC3300AX,Damage-Cracked Touch Panel,Housing,Damage
TC72,Power-No Power,Housing,Failure
TC72,Damage-Cracked Touch Panel,Housing,Damage
TC72,Damage-Display,Housing,Damage
TC72,Display-Blank,Housing,Failure
TC72,Display-Problem,Housing,Failure
TC72,Damage-Display Cracked,Housing,Damage
TC72,Damage-Display Cracked,Housing,Damage
TC72,Damage-Display Cracked,Housing,Damage
TC72,Damage-Display Cracked,Housing,Damage
TC72,Damage-Display Cracked,Housing,Damage
TC72,Display-Blank,Housing,Failure
TC72,Damage-Display Cracked,Housing,Damage
TC72,Damage-Display,Housing,Damage
TC72,Damage-Display Cracked,Housing,Damage
TC72,Damage-Display,Housing,Damage
TC72,Damage-Display,Housing,Damage
TC77,Damage-Display,Housing,Damage
TC77,Display-Spot,Housing,Failure
TC77,Damage-Physical Damage,Housing,Damage
TC77,Damage-Display,Housing,Damage
TC77,Damage-Display,Housing,Damage
TC77,Damage-Display,Housing,Damage
TC72,Damage-Physical Damage,Housing,Damage
TC72,Damage-Physical Damage,Housing,Damage
TC77,Display-Spot,Housing,Failure
L10 Windows,Damage-Case/Housing,Housing,Damage
L10 Windows,Power-No Power,Housing,Damage
L10 Windows,Damage-Case/Housing,Housing,Damage
WT63,Damage-Case/Housing,Housing,Damage
WT63,Damage-Display,Housing,Damage
WT63,Damage-Display,Housing,Damage
TC77,Display-Color Distortion,Housing,Failure
TC77,Damage-Display,Housing,Damage
TC77,Display-Bright Dots,Housing,Failure
TC77,Display-Blank,Housing,Failure
TC77,Damage-Display,Housing,Damage
TC77,Display-Blank,Housing,Failure
TC77,Damage-Display,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC77,Damage-Display,Housing,Damage
TC77,Damage-Display,Housing,Damage
TC77,Damage-Touch Panel Delamination,Housing,Damage
TC77,Display-Blank,Housing,Failure
TC77,Damage-Display Cracked,Housing,Damage
TC77,Display-Blank,Housing,Failure
WT63,Damage-Case/Housing,Housing,Damage
WT63,Damage-Display,Housing,Damage
TC72,Touch Panel-Alignment Issue,Housing,Failure
TC72,Display-Blank,Housing,Failure
TC72,Damage-Display Cracked,Housing,Damage
TC72,Damage-Water Damage,Housing,Damage
TC72,Damage-Display Cracked,Housing,Damage
TC72,Damage-Physical Damage,Housing,Damage
TC72,Damage-Water Damage,Housing,Damage
TC77,Display-Problem,Housing,Failure
TC77,Damage-Display,Housing,Damage
TC77,Display-Blank,Housing,Failure
TC77,Damage-Display,Housing,Damage
TC77,Display-Problem,Housing,Damage
L10 Android,Damage-Cracked Touch Panel,Housing,Damage
MC3300AX,Damage-Case/Housing,Housing,Damage
MC3300AX,Damage-Case/Housing,Housing,Damage
TC72,Damage-Display Cracked,Housing,Damage
TC77,Display-Blank,Housing,Failure
TC77,Display-Blank,Housing,Failure
TC77,Display-Blank,Housing,Failure
TC77,Damage-Display,Housing,Damage
TC77,Display-Problem,Housing,Failure
TC77,Display-Problem,Housing,Failure
MC3300AX,Damage-Case/Housing,Housing,Damage
TC72,Damage-Display,Housing,Damage
TC72,Damage-Display,Housing,Damage
TC72,Battery-Main Batt Not Charging,Housing,Failure
TC72,Damage-Display,Housing,Damage
TC72,Touch Panel-No Reaction,Housing,Failure
TC72,Display-Problem,Housing,Failure
TC72,Damage-Display Cracked,Housing,Damage
TC77,Damage-Display Impact,Housing,Damage
TC77,Damage-Physical Damage,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC77,Display-Blank,Housing,Damage
TC77,Display-Problem,Housing,Failure
TC77,Damage-Display Cracked,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC77,Damage-Display,Housing,Damage
TC77,Display-Color Distortion,Housing,Damage
TC77,Display-Problem,Housing,Damage
TC77,Display-Problem,Housing,Failure
VC83,Damage-Cracked Touch Panel,Housing,Damage
WT63,Touch Panel-No Reaction,Housing,Failure
WT63,Damage-Display,Housing,Damage
WT63,Damage-Case/Housing,Housing,Damage
TC72,Damage-Physical Damage,Housing,Damage
TC72,Damage-Display Cracked,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC77,Audio-Weak Sound (Low Volume),Housing,Failure
TC77,Display-Problem,Housing,Damage
TC77,Display-Problem,Housing,Damage
TC77,Display-Problem,Housing,Failure
TC77,Display-Color Distortion,Housing,Damage
TC77,Display-Problem,Housing,Failure
TC77,Display-Faint/Contrast,Housing,Failure
TC77,Display-Blank,Housing,Failure
TC77,Bad Motherboard,Housing,Damage
TC77,Damage-Display,Housing,Damage
TC77,Display-Problem,Housing,Failure
TC77,Display-Blank,Housing,Failure
TC77,Damage-Touch Panel Impact,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC77,Display-Problem,Housing,Failure
TC77,Display-Problem,Housing,Failure
TC77,Display-Problem,Housing,Failure
TC77,Display-Problem,Housing,Failure
TC77,Display-Problem,Housing,Failure
L10AX Windows,Damage-Cracked Touch Panel,Housing,Damage
WT63,Damage-Case/Housing,Housing,Damage
WT63,Damage-Display,Housing,Damage
TC77,Damage-Touch Panel Delamination,Housing,Damage
TC72,Damage-Display,Housing,Damage
TC72,Damage-Cracked Touch Panel,Housing,Damage
TC77,Display-Blank,Housing,Failure
TC77,Display-Color Distortion,Housing,Failure
TC77,Damage-Touch Panel Impact,Housing,Damage
TC77,Damage-Display,Housing,Damage
TC77,Damage-Display,Housing,Damage
TC77,Damage-Display,Housing,Damage
TC77,Display-Problem,Housing,Failure
TC77,Damage-Display Cracked,Housing,Damage
L10 Windows,Display-Problem,Housing,Failure
WT63,Damage-Display,Housing,Damage
TC72,Touch Panel-Incorrect Reaction,Housing,Failure
TC72,Damage-Physical Damage,Housing,Damage
TC72,Damage-Cracked Touch Panel,Housing,Damage
TC72,Damage-Display Cracked,Housing,Damage
TC77,Display-Color Distortion,Housing,Failure
TC77,Display-Bright Dots,Housing,Failure
TC77,Damage-Cracked Touch Panel,Housing,Damage
TC77,Damage-Display,Housing,Damage
TC77,Display-Blank,Housing,Failure
TC77,Damage-Display Cracked,Housing,Damage
TC77,Display-Bright Dots,Housing,Failure
WT63,Damage-Display,Housing,Damage
TC77,Display-Problem,Housing,Failure
TC77,Display-Problem,Housing,Failure
TC77,Display-Problem,Housing,Failure
TC77,Damage-Display,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC77,Display-Problem,Housing,Failure
TC77,Display-Problem,Housing,Failure
TC77,Display-Problem,Housing,Failure
TC77,Damage-Display,Housing,Damage
TC77,Damage-Display,Housing,Damage
TC77,Damage-Display,Housing,Damage
WT63,Damage-Display,Housing,Damage
WT63,Damage-Display,Housing,Damage
TC72,Damage-Display,Housing,Damage
TC77,Damage-Display Impact,Housing,Damage
TC77,Touch Panel-No Reaction,Housing,Failure
TC77,Damage-Display Cracked,Housing,Damage
TC77,Display-Lines,Housing,Damage
VC83,Touch Panel-No Reaction,Housing,Failure
WT63,Damage-Display,Housing,Damage
MC3300AX,Damage-Case/Housing,Housing,Damage
MC3300AX,Damage-Case/Housing,Housing,Damage
TC72,Damage-Display Cracked,Housing,Damage
TC77,Display-Lines,Housing,Failure
TC77,Display-Problem,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC77,Damage-Display,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
L10 Windows,Damage-Case/Housing,Housing,Damage
L10 Windows,Display-Blank,Housing,Failure
L10 Windows,Touch Panel-Incorrect Reaction,Housing,Failure
VC83,Damage-Cracked Touch Panel,Housing,Damage
TC72,Damage-Display,Housing,Damage
TC72,Damage-Display,Housing,Damage
TC77,Cradle-No Charge/Power,Housing,Failure
TC77,Damage-Physical Damage,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
L10 Windows,Display-Lines,Housing,Failure
TC72,Damage-Display Cracked,Housing,Damage
TC77,Damage-Display,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC77,Damage-Display Cracked,Housing,Damage
TC77,Display-Problem,Housing,Failure
TC77,Display-Problem,Housing,Failure
VC83,Touch Panel-Incorrect Reaction,Housing,Damage
VC83,Touch Panel-Incorrect Reaction,Housing,Failure
WT63,Damage-Case/Housing,Housing,Damage
WT63,Damage-Case/Housing,Housing,Damage
WT63,Damage-Display,Housing,Damage
TC72,Damage-Cracked Touch Panel,Housing,Damage
TC72,Damage-Cracked Touch Panel,Housing,Damage
TC72,Touch Panel-No Reaction,Housing,Failure
